Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Year,Height_in,Cluster
Dedrick Mills,RB,Nebraska,5-9,217.0,4.65,32.5,13.0,117.0,7.06,4.35,2021,69.0,0
Elijah Mitchell,RB,Louisiana,5-10,201.0,4.38,37.5,17.0,128.0,6.94,4.19,2021,70.0,0
Briley Moore,TE,Kansas St.,6-4,240.0,4.66,37.5,26.0,123.0,7.24,4.37,2021,76.0,1
Quintin Morris,TE,Bowling Green,6-2,243.0,4.6,34.0,22.0,119.0,7.12,4.55,2021,74.0,1
Dazz Newsome,WR,North Carolina,5-10,190.0,4.59,34.0,12.0,121.0,7.38,4.38,2021,70.0,0
Tre Nixon,WR,Central Florida,6-0,187.0,4.44,35.5,18.0,125.0,6.81,4.27,2021,72.0,0
Antonio Nunn,WR,Buffalo,5-11,204.0,4.5,33.5,15.0,120.0,7.12,4.32,2021,71.0,0
Amen Ogbongbemiga,LB,Oklahoma St.,6-0,231.0,4.66,32.0,24.0,112.0,7.32,4.28,2021,72.0,1
Micah Parsons,LB,Penn St.,6-3,246.0,4.39,34.0,19.0,126.0,6.89,4.4,2021,75.0,0
Jaret Patterson,RB,Buffalo,5-6,195.0,4.59,30.0,19.0,117.0,7.03,4.35,2021,66.0,0
Josh Pederson,TE,La-Monroe,6-4,234.0,4.81,28.5,19.0,110.0,7.31,4.43,2021,76.0,1
Whop Philyor,WR,Indiana,5-9,184.0,4.57,31.0,14.0,120.0,7.2,4.34,2021,69.0,0
Nick Pickett,S,Oregon,6-0,201.0,4.65,35.5,18.0,119.0,7.4,4.43,2021,72.0,1
Kyle Pitts,TE,Florida,6-5,245.0,4.44,33.5,22.0,129.0,7.12,4.3,2021,77.0,1
Cornell Powell,WR,Clemson,6-0,204.0,4.53,36.5,16.0,128.0,7.03,4.21,2021,72.0,0
Blake Proehl,WR,East Carolina,6-1,186.0,4.47,36.0,12.0,126.0,7.0,4.06,2021,73.0,0
Trey Ragas,RB,Louisiana,5-10,214.0,4.6,33.5,23.0,117.0,7.19,4.5,2021,70.0,1
John Raine,TE,Northwestern,6-1,231.0,5.05,31.0,15.0,107.0,7.32,4.54,2021,73.0,1
Jon Rhattigan,LB,Army,6-0,236.0,4.77,32.0,22.0,111.0,7.41,4.3,2021,72.0,1
Curtis Robinson,LB,Stanford,6-3,236.0,4.6,37.5,22.0,117.0,7.0,4.26,2021,75.0,1
Amari Rodgers,WR,Clemson,5-9,212.0,4.52,33.0,19.0,121.0,7.07,4.31,2021,69.0,0
Asim Rose,RB,Kentucky,6-1,215.0,4.51,34.0,24.0,120.0,7.25,4.62,2021,73.0,1
Stevie Scott,RB,Indiana,6-0,225.0,4.66,31.0,18.0,119.0,7.14,4.57,2021,72.0,1
Trystan Slinker,LB,Baylor,5-10,234.0,4.84,30.5,20.0,119.0,7.59,4.63,2021,70.0,1
Shaq Smith,LB,Maryland,6-2,237.0,4.79,30.0,22.0,110.0,7.34,4.3,2021,74.0,1
DAnte Smith,LB,Arizona,6-5,305.0,5.29,29.0,24.0,113.0,7.96,4.81,2021,77.0,1
Rhamondre Stevenson,RB,Oklahoma,5-11,231.0,4.64,31.5,15.0,112.0,7.09,4.15,2021,71.0,1
Jack Stoll,TE,Nebraska,6-3,247.0,4.6,31.5,16.0,119.0,6.86,4.32,2021,75.0,1
Dillon Stoner,WR,Oklahoma St.,6-0,194.0,4.51,37.0,16.0,123.0,6.96,4.13,2021,72.0,0
Eli Stove,WR,Auburn,5-11,194.0,4.54,30.5,14.0,119.0,7.34,4.4,2021,71.0,0
Corey Straughter,CB,La-Monroe,5-10,184.0,4.62,35.0,11.0,117.0,7.37,4.58,2021,70.0,0
Tamorrion Terry,WR,Florida St.,6-2,207.0,4.44,32.5,15.0,126.0,7.0,4.53,2021,74.0,0
Tyree Thompson,LB,Buffalo,6-1,229.0,5.0,31.0,18.0,109.0,7.87,4.96,2021,73.0,1
Kevin Thomson,QB,Washington,6-0,198.0,4.75,35.5,21.0,126.0,6.98,4.23,2021,72.0,0
Kadarius Toney,WR,Florida,5-11,193.0,4.39,39.5,9.0,136.0,6.88,4.25,2021,71.0,0
Israel Tucker,RB,Louisiana Tech,5-7,194.0,4.6,38.5,20.0,123.0,7.25,4.52,2021,67.0,0
Ethan Tucky,LB,Cincinnati,6-1,231.0,4.62,31.5,21.0,115.0,7.08,4.3,2021,73.0,1
Evan Tyler,S,Boise St.,6-1,199.0,4.58,33.0,13.0,117.0,7.14,4.32,2021,73.0,0
Tyler Vaughns,WR,USC,6-1,190.0,4.62,31.5,7.0,120.0,7.13,4.36,2021,73.0,0
Lamont Wade,S,Penn St.,5-9,190.0,4.47,35.5,16.0,118.0,7.14,4.34,2021,69.0,0
Tylan Wallace,WR,Oklahoma St.,5-11,194.0,4.48,33.0,11.0,112.0,6.97,4.25,2021,71.0,0
Ar'Darius Washington,S,TCU,5-7,178.0,4.61,37.5,17.0,127.0,7.06,4.1,2021,67.0,0
Connor Wedington,WR,Stanford,6-0,196.0,4.47,38.5,13.0,117.0,6.66,4.07,2021,72.0,0
Pete Werner,LB,Ohio St.,6-2,238.0,4.58,39.5,20.0,122.0,6.95,4.38,2021,74.0,0
Jarell White,LB,Cincinnati,5-8,202.0,4.58,35.0,22.0,125.0,7.21,4.35,2021,68.0,0
Rachad Wildgoose,CB,Wisconsin,5-11,197.0,4.53,36.0,11.0,120.0,7.09,4.18,2021,71.0,0
Avery Williams,CB,Boise St.,5-8,187.0,4.43,33.5,19.0,121.0,6.88,4.0,2021,68.0,0
Javonte Williams,RB,North Carolina,5-9,212.0,4.55,36.0,22.0,123.0,6.97,4.09,2021,69.0,0
Pooka Williams,RB,Kansas,5-9,170.0,4.46,31.5,4.0,118.0,7.03,4.26,2021,69.0,0
Rodarius Williams,CB,Oklahoma St.,5-11,189.0,4.5,36.5,14.0,123.0,6.98,4.15,2021,71.0,0
Seth Williams,WR,Auburn,6-3,211.0,4.49,37.0,12.0,124.0,7.2,4.43,2021,75.0,0
Marco Wilson,CB,Florida,5-11,191.0,4.37,43.5,26.0,136.0,6.8,4.13,2021,71.0,0
Brock Wright,TE,Notre Dame,6-4,257.0,4.62,31.5,26.0,118.0,7.27,4.25,2021,76.0,1
Daniel Bellinger,TE,San Diego St.,6-5,253.0,4.63,34.5,22.0,125.0,7.05,4.47,2022,77.0,1
Greg Dulcich,TE,UCLA,6-4,243.0,4.69,34.0,16.0,122.0,7.05,4.37,2022,76.0,1
Jake Ferguson,TE,Wisconsin,6-5,250.0,4.81,31.5,15.0,118.0,7.03,4.48,2022,77.0,1
Jeremiah Hall,TE,Oklahoma,6-2,239.0,4.96,29.0,19.0,111.0,7.43,4.62,2022,74.0,1
Chad Muma,LB,Wyoming,6-3,239.0,4.63,40.0,27.0,129.0,7.06,4.28,2022,75.0,0
Cole Turner,TE,Nevada,6-6,246.0,4.76,27.0,17.0,120.0,7.06,4.41,2022,78.0,1
